Medicine Name,href,Info
Rilpivirine ,https://www.medindia.net/doctors/drug_information/rilpivirine.htm,"Rilpivirine is a second-generation non-nucleoside reverse transcriptase inhibitor (NNRTI), prescribed for HIV infection."
Riluzole ,https://www.medindia.net/doctors/drug_information/riluzole.htm,"Riluzole is a benzothiazole, recommended for amyotrophic lateral sclerosis (ALS, Lou Gehrig disease) is placed on a ventilator or breathing machine, by delaying onset of ventilator dependence or tracheostomy."
Rimantadine ,https://www.medindia.net/doctors/drug_information/rimantadine.htm,"Rimantadine is an orally administered antiviral drug, prescribed for illness caused by various strains of influenza A virus in adults."
Rimexolone Ophthalmic   ,https://www.medindia.net/doctors/drug_information/rimexolone_ophthalmic.htm,"Rimexolone Ophthalmic is a corticosteroid, prescribed for swelling, itching, redness, and irritation of the eyes and eyelids."
Rimonabant ,https://www.medindia.net/doctors/drug_information/rimonabant.htm,"Rimonabant is an anorectic anti-obesity agent, prescribed for obesity and management of body weight as adjunct to diet and exercise."
Ringers Injection  ,https://www.medindia.net/doctors/drug_information/ringers_injection.htm,"Ringers Injection  is sterile, nonpyrogenic solution for fluid and electrolyte replenishment."
Risankizumab ,https://www.medindia.net/doctors/drug_information/risankizumab.htm,Risankizumab is used for treating psoriasis especially in moderate-to-severe plaque psoriasis in adult patients.
Risedronate ,https://www.medindia.net/doctors/drug_information/risedronate.htm,"Risedronate is a bisphosphonate which also includes the drugs alendronate prescribed for the treatment of Paget's disease of bone (a disease in which the formation of bone is abnormal) and in persons with osteoporosis (a condition in which the bones become thin and weak and break easily) especially in women who have undergone menopause ('change of life,' end of menstrual periods) and in people taking glucocorticoids."
Risperidone ,https://www.medindia.net/doctors/drug_information/risperidone.htm,"Risperidone  is an atypical antipsychotic, prescribed for Asperger's syndrome (difficulties in social interaction), schizophrenia (disturbed or unusual thinking), schizoaffective disorder(elevated or depressed mood), the mixed and manic states associated with bipolar disorder, and irritability in children with autism(impaired social interaction)."
Ritodrine ,https://www.medindia.net/doctors/drug_information/ritodrine.htm,"Ritodrine is a tocolytic agent, prescribed for uncomplicated premature labour."
Ritonavir ,https://www.medindia.net/doctors/drug_information/ritonavir.htm,"Ritonavir is an antiretroviral agent, prescribed for HIV (Human Immunodeficiency Virus) infection either alone or combined with other antiretroviral agents."
Rituximab ,https://www.medindia.net/doctors/drug_information/rituximab.htm,"Rituximab is a monoclol antibody, prescribed for certain types of cancer such as lymphomas, leukemia, transplant rejection and some autoimmune disorders."
Rivaroxaban ,https://www.medindia.net/doctors/drug_information/rivaroxaban.htm," 	Rivaroxaban is indicated for reducing the risk of stroke and systemic embolism in patients with nonvalvular atrial fibrillation  	It is used for preventing deep vein thrombosis (DVT), which may lead to pulmonary embolism (PE) in patients undergoing knee or hip replacement surgery."
Rivaroxaban Film-Coated ,https://www.medindia.net/doctors/drug_information/rivaroxaban_filmcoated.htm,"Rivaroxaban Film-Coated is a direct factor Xa inhibitor, prescribed for blood clots in patients who have had knee or hip replacement surgery."
Rivastigmine                                       ,https://www.medindia.net/doctors/drug_information/rivastigmine.htm,"Rivastigmine             is a reversible non-competitive inhibitor of acetylcholinestrace, prescribed for mild to moderate dementia in patients with Alzheimer's or Parkinson's disease."
Rizatriptan ,https://www.medindia.net/doctors/drug_information/rizatriptan.htm,"Rizatriptan is a selective serotonin receptor agonist, prescribed for the treatment of migraines in adults."
Rocuronium ,https://www.medindia.net/doctors/drug_information/rocuronium.htm,"Rocuronium is a neuromuscular blocker, prescribed as an adjunct to general anesthesia for muscle relaxation and to provide skeletal muscle relaxation during surgery or external breathing."
Roflumilast ,https://www.medindia.net/doctors/drug_information/roflumilast.htm,"Roflumilast is a phosphodiesterase type 4 (PDE4) inhibitor, prescribed for lung inflammation in patients with chronic obstructive pulmonary disease (COPD)."
Rolapitant ,https://www.medindia.net/doctors/drug_information/rolapitant.htm,Rolapitant is prescribed to treat nausea and vomiting that occurs after several days in adult patients who undergo cancer chemotherapy.
Romidepsin ,https://www.medindia.net/doctors/drug_information/romidepsin.htm,"Romidepsin is a histone deacetylase (HDAC) inhibitor, prescribed for cutaneous T-cell lymphoma (CTCL) or peripheral T-cell lymphoma (PTCL)."
Romiplostim  ,https://www.medindia.net/doctors/drug_information/romiplostim.htm,"Romiplostim  is a thrombopoietin (TPO) mimetic protein, prescribed for low platelets (thrombocytopenia)."
Ropinirole ,https://www.medindia.net/doctors/drug_information/ropinirole.htm,"Ropinirole is a dopamine agonist, prescribed for Parkinson's disease and restless leg syndrome (RLS)."
Ropivacaine ,https://www.medindia.net/doctors/drug_information/ropivacaine.htm,"Ropivacaine is a local anesthetic agent, prescribed for acute pain management and for blocking the generation and conduction of nerve impulses that send signal to the brain."
Rosiglitazone ,https://www.medindia.net/doctors/drug_information/rosiglitazone.htm,"Rosiglitazone is a thiazolidinedione antidiabetic, prescribed for type 2 diabetes along with diet and exercise."
Rosiglitazone and Metformin ,https://www.medindia.net/doctors/drug_information/rosiglitazone_metformin.htm,"Rosiglitazone and Metformin contains thiazolidinedione and biguanide antidiabetic, prescribed for type 2 diabetes."
Rosuvastatin ,https://www.medindia.net/doctors/drug_information/rosuvastatin.htm,Rosuvastatin is used to reduce the cholesterol in patients with obesity problem.
Rotavirus Vaccine ,https://www.medindia.net/doctors/drug_information/rotavirus_vaccine.htm,"Rotavirus Vaccine is a vaccine, prescribed for the prevention of rotavirus gastroenteritis caused by G1 and non-G1 types in infants and children."
Rotigotine ,https://www.medindia.net/doctors/drug_information/rotigotine.htm,"Rotigotine is a non-ergoline dopamine agonist, prescribed for Parkinson's disease (PD) and restless legs syndrome (RLS)."
Roxatidine ,https://www.medindia.net/doctors/drug_information/roxatidine.htm,"Roxatidine is a special H2-receptor antagonist, prescribed for reflux esophagitis, benign gastric ulcer, duodenal ulcer and prophylaxis of recurrent ulcers."
Roxithromycin ,https://www.medindia.net/doctors/drug_information/roxithromycin.htm,"Roxithromycin is a semi-synthetic macrolide antibiotic, prescribed for respiratory tract, urinary and soft tissue infections."
Rucaparib ,https://www.medindia.net/doctors/drug_information/rucaparib.htm,Rucaparib belongs to a group of medications called poly (ADP-Ribose) polymerase (PARP) inhibitors.
Rufinamide ,https://www.medindia.net/doctors/drug_information/rufinamide.htm,"Rufinamide is an anticonvulsant, prescribed for seizures associated with Lennox-Gastaut syndrome in children 4 years and older and adults."
Rupatadine ,https://www.medindia.net/doctors/drug_information/rupatadine.htm,"Rupatadine is an antihistamine, prescribed for allergic rhinitis and urticaria (hives)."
Rutin ,https://www.medindia.net/doctors/drug_information/rutin.htm,"Rutin plays a significant role in treating edema, small blood vessel disease, varicose veins (enlarged veins), venous insufficiency, venous hypertension, superficial vein thrombosis, mouth ulcers associated with cancer treatments, and hemorrhoids."
Ruxolitinib ,https://www.medindia.net/doctors/drug_information/ruxolitinib.htm,"Ruxolitinib is a kinase inhibitor, prescribed for high-risk myelofibrosis."
Sacrosidase  ,https://www.medindia.net/doctors/drug_information/sacrosidase.htm,"Sacrosidase  is an enzyme replacement therapy agent, prescribed for congenital sucrase-isomaltase deficiency (CSID)."
Safinamide ,https://www.medindia.net/doctors/drug_information/safinamide.htm,Safinamide is prescribed as an adjunctive treatment along with the combination of levodopa and carbidopa to treat idiopathic Parkinson's disease during off episodes (loss of muscle control and the appearance of muscle stiffness) when levodopas efficacy is reduced.
Salbutamol ,https://www.medindia.net/doctors/drug_information/salbutamol.htm,"Salbutamol is a bronchodilator, prescribed for asthma and chronic obstructive pulmonary disease (COPD)."
Salmeterol ,https://www.medindia.net/doctors/drug_information/salmeterol.htm,"Salmeterol is a long-acting beta2-adrenergic receptor agonist, prescribed for asthma and chronic obstructive pulmonary disease."
Salmeterol and Fluticasone  ,https://www.medindia.net/doctors/drug_information/salmeterol_fluticasone.htm,"Salmeterol and Fluticasone  contains corticosteroid and long-acting bronchodilator, prescribed for asthma."
Salsalate ,https://www.medindia.net/doctors/drug_information/salsalate.htm,"Salsalate is a non-steroidal anti-inflammatory drug (NSAID), prescribed for pain and inflammation due to arthritis and rheumatoid arthritis."
Samarium SM 153 Lexdronam   ,https://www.medindia.net/doctors/drug_information/samarium_sm_153_lexdronam.htm,"Samarium SM 153 Lexdronam is a radioisotope, prescribed for relieving the bone pain that may occur with confirmed osteoblastic metastatic bone lesions."
Sapropterin dihydrochloride   ,https://www.medindia.net/doctors/drug_information/sapropterin_dihydrochloride.htm,"Sapropterin dihydrochloride is a synthetic preparation of the tetrahydrobiopterin (BH4), prescribed for phenylketonuria."
Saquinavir ,https://www.medindia.net/doctors/drug_information/saquinavir.htm,"Saquinavir is a protease inhibitor, prescribed for human immunodeficiency virus (HIV) infection in patients with or without acquired immunodeficiency syndrome (AIDS) with other medication."
Sarecycline ,https://www.medindia.net/doctors/drug_information/sarecycline.htm,Sarecycline tablets are prescribed to treat pimples.
Sargramostim  ,https://www.medindia.net/doctors/drug_information/sargramostim.htm,"Sargramostim  is a hematopoietic agent, prescribed for severe, life-threatening infections after chemotherapy for acute myelogenous leukemia (AML)."
Sarilumab ,https://www.medindia.net/doctors/drug_information/sarilumab.htm,Sarilumab is prescribed for the treatment of moderate-to-severe rheumatoid arthritis in adult patients who have not shown adequate response either to one or more disease-modifying antirheumatic drugs (DMARDs).
Satranidazole ,https://www.medindia.net/doctors/drug_information/satranidazole.htm,"Satranidazole is an antiamoebic agent, prescribed for liver abscess, giardiasis and trichomoniasis."
Saxagliptin ,https://www.medindia.net/doctors/drug_information/saxagliptin.htm,"Saxagliptin is a new oral anti-diabetic agent, prescribed for type 2 diabetes with diet and exercise."
Saxagliptin and Metformin ,https://www.medindia.net/doctors/drug_information/saxagliptin_metformin.htm,"Saxagliptin and Metformin contains two oral antihyperglycemic medications (a dipeptidyl peptidase-4 (DPP-4) inhibitor and biguanide), prescribed for type 2 diabetes."
Scopolamine ,https://www.medindia.net/doctors/drug_information/scopolamine.htm,"Scopolamine is an anticholinergic agent, prescribed for prevention of symptoms of motion sickness such as nausea and vomiting, and recovery from anesthesia and surgery."
Secnidazole ,https://www.medindia.net/doctors/drug_information/secnidazole.htm,"Secnidazole is an antiamoebic agent, prescribed for giardiasis and amoebiasis."
Secobarbital ,https://www.medindia.net/doctors/drug_information/secobarbital.htm,"Secobarbital is a barbiturate, prescribed for insomnia (difficulty falling asleep or staying asleep)."
Secretin ,https://www.medindia.net/doctors/drug_information/secretin.htm,"Secretin is a hormone, prescribed for secretion stimulating test in stimulation of pancreatic secretions, stimulation of gastrin secretion in order to identify gastrinoma, pancreatitis or pancreatic cancer."
Secukinumab ,https://www.medindia.net/doctors/drug_information/secukinumab.htm,"Secukinumab is a recombinant human monoclonal antibody which is used in the treatment of moderate-to-severe plaque psoriasis (a type of skin disease with red and scaly patches in parts of the body), and active ankylosing spondylitis and psoriatic arthritis."
Segesterone Acetate and Ethinyl Estradiol  ,https://www.medindia.net/doctors/drug_information/segesterone-acetate-ethinyl-estradiol.htm,Segesterone acetate and ethinyl estradiol vaginal system is a hormone-releasing system used to prevent pregnancy in females of reproductive potential for about one year which covers approximately thirteen 28-day menstrual cycles.
Selegiline ,https://www.medindia.net/doctors/drug_information/selegiline.htm,"Selegiline is a selective and irreversible monoamine oxidase inhibitor (MAOI), prescribed for Parkinsons disease either alone or with levodopa as an adjuvant."
Selenium Sulfide ,https://www.medindia.net/doctors/drug_information/selenium_sulfide.htm,"Selenium Sulfide is an anti-infective agent, prescribed for seborrheic dermatitis of scalp and treatment of dandruff."
Selinexor ,https://www.medindia.net/doctors/drug_information/selinexor.htm,Selinexor is an anticancer drug used for the treatment of adult patients with relapsed or refractory multiple myeloma (RRMM) in combination with dexamethasone.
Semaglutide ,https://www.medindia.net/doctors/drug_information/semaglutide.htm,Semaglutide is a glucagon-like peptide-1 receptor agonist which is prescribed to treat adult patients with uncontrolled type 2 diabetes along with diet and exercise to improve glucose control.
Senna ,https://www.medindia.net/doctors/drug_information/senna.htm,"Senna is a stimulant laxative, prescribed for constipation."
Sermoline Acetate  ,https://www.medindia.net/doctors/drug_information/sermoline_acetate.htm,"Sermoline Acetate  is a growth hormone-releasing agonist, prescribed for growth hormone deficiency in children."
Sertaconazole ,https://www.medindia.net/doctors/drug_information/sertaconazole.htm,"Sertaconazole is an antifungal agent, prescribed for interdigital tinea pedis (athlete's foot) in immunocompetent patients."
Sertaconazole Nitrate  ,https://www.medindia.net/doctors/drug_information/sertaconazole_nitrate.htm,"Sertaconazole Nitrate  is an antifungal agent, prescribed for tinea pedis in immunocompetent patients."
Sertraline ,https://www.medindia.net/doctors/drug_information/sertraline.htm,"Sertraline is an antidepressant of the selective serotonin reuptake inhibitor (SSRI) class, prescribed for major depression, obsessive-compulsive disorder, panic attacks,  and social anxiety disorder."
Sevelamer ,https://www.medindia.net/doctors/drug_information/sevelamer.htm,"Sevelamer is a phosphate-binding agent, prescribed for hyperphophataemia."
Sevoflurane ,https://www.medindia.net/doctors/drug_information/sevoflurane.htm,"Sevoflurane is a halogenated hydrocarbon,  acts as a general anesthetic during surgery either alone or combined with other medications."
Sibutramine ,https://www.medindia.net/doctors/drug_information/sibutramine.htm,"Sibutramine has been banned in several countries including the United States, European countries and India due to its cardiovascular side effects like heart attack and stroke."
Sildenafil ,https://www.medindia.net/doctors/drug_information/sildenafil.htm,"Sildenafil is a phosphodiesterase type 5 (PDE5) inhibitor, prescribed for erectile dysfunction (impotence)."
Silodosin ,https://www.medindia.net/doctors/drug_information/silodosin.htm,"Silodosin is an alpha blocker, prescribed to reduce the symptoms of enlarged prostate (benign prostatic hyperplasia) like incomplete emptying of bladder in men and frequent urination."
Siltuximab ,https://www.medindia.net/doctors/drug_information/siltuximab.htm,Siltuximab injection is used to treat patients suffering from multicentric Castlemans disease  (MCD) in which the disease involves multiple lymph nodes or other distant tissues of the body.
Silver Sulfadiazine ,https://www.medindia.net/doctors/drug_information/silver_sulfadiazine.htm,"Silver Sulfadiazine is a sulfonamide, prescribed for treating and preventing bacterial infection in second-and third-degree burns."
Silymarin ,https://www.medindia.net/doctors/drug_information/silymarin.htm,"Silymarin is a herb, prescribed for liver disease."
Simeprevir ,https://www.medindia.net/doctors/drug_information/simeprevir.htm,Simeprevir belongs to a group of medications called Hepatitis C protease inhibitors and is prescribed for the treatment of chronic Hepatitis C infections.
Simethicone ,https://www.medindia.net/doctors/drug_information/simethicone.htm,Dimethylpolysiloxane/polydimethylsiloxane /simethicone  is an oral anti-foaming agent used for the treatment of flatulence.
Simvastatin ,https://www.medindia.net/doctors/drug_information/simvastatin.htm,"Simvastatin is an HMG-CoA reductase inhibitor, also known as a ""statin"", used for lowering high cholesterol and triglycerides in certain patients with appropriate diet."
Simvastatin and Sitagliptin ,https://www.medindia.net/doctors/drug_information/simvastatin_sitagliptin.htm,"Simvastatin and Sitagliptin contains antidiabetic and cholesterol-lowering agent, prescribed for treating type 2 diabetes and lowering high cholesterol."
Sincalide ,https://www.medindia.net/doctors/drug_information/sincalide.htm,"Sincalide is a diagnostic agent, used to identify gallbladder or pancreas disorders."
Sinecatechins Ointment  ,https://www.medindia.net/doctors/drug_information/sinecatechins_ointment.htm,"Sinecatechins Ointment  is an extract of green tea leaves, prescribed for external genital or perianal warts."
Siponimod ,https://www.medindia.net/doctors/drug_information/siponimod.htm,"Siponimod is used for treating an immune disorder named Multiple Sclerosis (MS), especially for relapsing-remitting disease among adult patients."
Sipuleucel-T Suspension  ,https://www.medindia.net/doctors/drug_information/sipuleucelt_suspension.htm,"Sipuleucel-T Suspension  is an autologous blood cell and immune cell activator combination, prescribed for advanced prostate cancer."
Sirolimus  ,https://www.medindia.net/doctors/drug_information/sirolimus.htm,"Sirolimus  is an immunosuppressant, prescribed for preventing rejection of kidney transplants either alone or with other medications."
Sisomicin  ,https://www.medindia.net/doctors/drug_information/sisomicin.htm,"Sisomicin  is an aminoglycoside antibiotic, prescribed for conjunctivitis, keratitis, blepharitis and other bacterial infections."
Sitagliptin ,https://www.medindia.net/doctors/drug_information/sitagliptin.htm,"Sitagliptin is a dipeptidyl peptidase-4 (DPP-4) inhibitor, prescribed for type 2 diabetes (condition in which the body does not use insulin normally and therefore cannot control the amount of sugar in the blood), particularly in people whose diabetes cannot be controlled by diet alone."
Sitagliptin-Metformin ,https://www.medindia.net/doctors/drug_information/sitagliptinmetformin.htm,"Sitagliptin-Metformin is a dipeptidyl peptidase-4 inhibitor and biguanide combination, prescribed for type 2 diabetes along with diet and exercise."
Sodium Fusidate ,https://www.medindia.net/doctors/drug_information/sodium_fusidate.htm,"Sodium Fusidate is a bacteriostatic antibiotic, prescribed for osteomyelitis,  boils, folliculitis, sycosis, and other skin infections."
Sodium Hyaluronate ,https://www.medindia.net/doctors/drug_information/sodium_hyaluronate.htm,Sodium Hyaluronate is prescribed for skin diseases.
Sodium Nitroprusside  ,https://www.medindia.net/doctors/drug_information/sodium_nitroprusside.htm,"Sodium Nitroprusside  is a potent vasodilator, prescribed for  controlling low blood pressure in order to reduce bleeding during surgery."
Sodium Oxybate ,https://www.medindia.net/doctors/drug_information/sodium_oxybate.htm,"Sodium Oxybate is a central nervous system depressant, used to treat daytime sleepiness in patients with narcolepsy, and sudden muscular weakness called cataplexy."
Sodium Picosulphate ,https://www.medindia.net/doctors/drug_information/sodium_picosulphate.htm,"Sodium Picosulphate is a contact laxative, prescribed for constipation."
Sodium Polystyrene Sulfonate ,https://www.medindia.net/doctors/drug_information/sodium_polystyrene_sulfonate.htm,"Sodium Polystyrene Sulfonate is a potassium-removing resin, prescribed for hyperkalemia (without ECG changes)."
Sodium- Potassium- Magnesium Sulfate ,https://www.medindia.net/doctors/drug_information/sodium_potassium_magnesium_sulfate.htm,"Sodium- Potassium- Magnesium Sulfate is a laxative, prescribed for stomach cleansing before colonoscopy."
Sodium Tetradecyl   ,https://www.medindia.net/doctors/drug_information/sodium_tetradecyl.htm,"Sodium Tetradecyl is sclerosing agent, prescribed for varicose veins."
Sodium Thiosulphate  ,https://www.medindia.net/doctors/drug_information/sodium_thiosulphate.htm,"Sodium Thiosulphate  is a topical antifungal and keratolytic agent, prescribed for tinea versicolor, and cyanide poisoning."
Sodium zirconium cyclosilicate ,https://www.medindia.net/doctors/drug_information/sodium_zirconium_cyclosilicate.htm,Sodium zirconium cyclosilicate is prescribed for treating adult patients suffering from hyperkalemia or high potassium levels in the blood.
Sofosbuvir ,https://www.medindia.net/doctors/drug_information/sofosbuvir.htm,Sofosbuvir is prescribed to treat chronic hepatitis C (CHC) infection in adults along with other medications such as ribavirin or peginterferon alfa.
Sofosbuvir and Velpatasvir ,https://www.medindia.net/doctors/drug_information/sofosbuvir_velpatasvir.htm,The sofosbuvir and velpatasvir combination is an antiviral drug combination that is prescribed for the treatment of chronic hepatitis C infections.
"Sofosbuvir, Velpatasvir, and Voxilaprevir ",https://www.medindia.net/doctors/drug_information/sofosbuvir_velpatasvir__voxilaprevir.htm,"The sofosbuvir, velpatasvir and voxilaprevir combination is the first pan-genotypic fixed-dose combination drug prescribed to treat adult patients who suffer from genotype 1-6 chronic HCV infection without cirrhosis or with compensated cirrhosis (Child-Pugh A)."
Solifenacin  ,https://www.medindia.net/doctors/drug_information/solifenacin.htm,"Solifenacin  is a urinary antispasmodic agent, prescribed for overactive bladder with or without incontinence."
Solriamfetol ,https://www.medindia.net/doctors/drug_information/solriamfetol.htm,Solriamfetol is indicated to improve wakefulness in adult patients with excessive daytime sleepiness that is associated with narcolepsy or obstructive sleep apnea (OSA).
Somatostatin ,https://www.medindia.net/doctors/drug_information/somatostatin.htm,"Somatostatin is a peptide hormone, prescribed for gastrointestinal hemorrhage."
Somatrem ,https://www.medindia.net/doctors/drug_information/somatrem.htm,"Somatrem is an analogue of growth hormone, prescribed for growth in children."
Somatropin ,https://www.medindia.net/doctors/drug_information/somatropin.htm,"Somatropin is a synthetic human growth hormone, prescribed for growth hormone deficiency and turner syndrome."
Sorafenib ,https://www.medindia.net/doctors/drug_information/sorafenib.htm,"Sorafenib is a kinase inhibitor, prescribed for renal cell carcinoma (kidney cancer), hepatocellular carcinoma (liver cancer)."
Sorbitol ,https://www.medindia.net/doctors/drug_information/sorbitol.htm,Sorbitol is a hyperosmotic laxative used to treat occasional constipation.
Sotalol ,https://www.medindia.net/doctors/drug_information/sotalol.htm,"Sotalol is a non-selective beta-blocker, prescribed for irregular heartbeats."
Sparfloxacin ,https://www.medindia.net/doctors/drug_information/sparfloxacin.htm,"Sparfloxacin is a fluoroquinolone antibiotic, prescribed for community-acquired pneumonia, and chronic bronchitis."
Spectinomycin ,https://www.medindia.net/doctors/drug_information/spectinomycin.htm,"Spectinomycin is an aminocyclitol antibiotic, prescribed for gonorrhea."
Spinosad ,https://www.medindia.net/doctors/drug_information/spinosad.htm,"Spinosad is a pediculicide (a topical suspension), prescribed for head lice."
Spiramycin ,https://www.medindia.net/doctors/drug_information/spiramycin.htm,"Spiramycin is an antibiotic, prescribed for different types of infection."
Spironolactone ,https://www.medindia.net/doctors/drug_information/spironolactone.htm,"Spironolactone is a potassium-sparing diuretic, prescribed for hyperaldosteronism, low potassium levels, and for edema (fluid retention) caused by various conditions."
Stanozolol ,https://www.medindia.net/doctors/drug_information/stanozolol.htm,"Stanozolol is a synthetic anabolic steroid derived from testosterone, prescribed for angioedema, breast cancer and osteoporosis."
Stavudine ,https://www.medindia.net/doctors/drug_information/stavudine.htm,"Stavudine is a nucleoside analog reverse transcriptase inhibitor (NARTI), prescribed for HIV/AIDS."
Sterile Hemofiltration Hemodiafiltration Solution ,https://www.medindia.net/doctors/drug_information/sterile_hemofiltration_hemodiafiltration_solution.htm,"Sterile Hemofiltration Hemodiafiltration Solution is a sterile solution, used in continuous renal replacement therapies (CRRT) as a replacement solution."
Stiripentol ,https://www.medindia.net/doctors/drug_information/stiripentol.htm,"Stiripentol is used to treat Dravet syndrome (Previously Severe Myoclonic Epilepsy of Infancy or SMEI), a rare but severe type of epilepsy in young children which is usually triggered by fever or hot temperatures."
Stool Softener ,https://www.medindia.net/doctors/drug_information/stool_softener.htm,"Stool Softener is a type of laxative, prescribed for constipation."
Streptokinase ,https://www.medindia.net/doctors/drug_information/streptokinase.htm,"Streptokinase is an enzyme, prescribed for heart attack, pulmonary embolism and deep vein thrombosis."
Streptomycin ,https://www.medindia.net/doctors/drug_information/streptomycin.htm,Streptomycin is an aminoglycoside indicated for the treatment of moderate to severe infections caused by susceptible strains of mycobacterium tuberculosis and other bacteria.
Streptozocin ,https://www.medindia.net/doctors/drug_information/streptozocin.htm,"Streptozocin is an alkylating agent (chemotherapy drug), prescribed for pancreatic cancer."
Strontium-89  ,https://www.medindia.net/doctors/drug_information/strontium89.htm,"Strontium-89  is a chemical element, prescribed for bone pain in patients with painful skeletal metastases."
Succimer ,https://www.medindia.net/doctors/drug_information/succimer.htm,"Succimer is a lead chelator, prescribed for the treatment of lead poisoning."
Succinylcholine ,https://www.medindia.net/doctors/drug_information/succinylcholine.htm,"Succinylcholine is a depolarizing muscle relaxant, used for induction and maintenance of general anesthesia."
Sucralfate ,https://www.medindia.net/doctors/drug_information/sucralfate.htm,"Sucralfate is a gastric protective agent, prescribed for intestinal ulcers."
Sufentanil Citrate Injection  ,https://www.medindia.net/doctors/drug_information/sufentanil_citrate_injection.htm,"Sufentanil Citrate Injection  is a narcotic analgesic, prescribed for inducing anesthesia during surgery."
Sulbutiamine ,https://www.medindia.net/doctors/drug_information/sulbutiamine.htm,"Sulbutiamine is prescribed for the treatment of asthenia, a condition of severe weakness which is mainly of central nervous system (CNS) or brain origin rather than neuromuscular origin."
Sulconazole ,https://www.medindia.net/doctors/drug_information/sulconazole.htm,"Sulconazole is an antifungal agent, prescribed for jock itch, athlete's foot, ringworm, and tinea versicolor."
Sulfacetamide and Prednisolone  ,https://www.medindia.net/doctors/drug_information/sulfacetamide_prednisolone.htm,"Sulfacetamide and Prednisolone  is an antibacterial and corticosteroid combination, prescribed for eye inflammation."
Sulfacetamide and Sulfur  ,https://www.medindia.net/doctors/drug_information/sulfacetamide_sulfur.htm,"Sulfacetamide and Sulfur  is an antibacterial and keratolytic combination, prescribed for acne, rosacea, and seborrhea."
Sulfacetamide Ophthalmic ,https://www.medindia.net/doctors/drug_information/sulfacetamide_ophthalmic.htm,"Sulfacetamide Ophthalmic is a sulfonamide with antibacterial activity, prescribed for eye infections."
Sulfadimidine ,https://www.medindia.net/doctors/drug_information/sulfadimidine.htm,"Sulfadimidine is prescribed to treat urinary tract infections, prostatitis (infection of the prostate gland) and respiratory tract infections caused by bacteria."
Sulfamethoxazole                                   ,https://www.medindia.net/doctors/drug_information/sulfamethoxazole.htm,"Sulfamethoxazole             is a sulfa agent, eliminates bacteria that cause infections, especially urinary tract infections."
Sulfamoxole ,https://www.medindia.net/doctors/drug_information/sulfamoxole.htm,"Sulfamoxole is a sulfonamide antibacterial, prescribed for susceptible infections."
Sulfasalazine ,https://www.medindia.net/doctors/drug_information/sulfasalazine.htm,"Sulfasalazine is a salicylate, prescribed for ulcerative colitis."
Sulfinpyrazone ,https://www.medindia.net/doctors/drug_information/sulfinpyrazone.htm,"Sulfinpyrazone is a uricosuric agent, prescribed for gouty arthritis."
Sulfisoxazole ,https://www.medindia.net/doctors/drug_information/sulfisoxazole.htm,"Sulfisoxazole is a sulfonamide antibacterial, prescribed for treating and preventing certain bacterial infections."
Sulindac ,https://www.medindia.net/doctors/drug_information/sulindac.htm,"Sulindac is a non-steroidal anti-inflammatory drug (NSAID), prescribed for pain, tenderness, swelling, stiffness caused by osteoarthritis, rheumatoid arthritis and ankylosing spondylitis."
Sulphaguanidine ,https://www.medindia.net/doctors/drug_information/sulphaguanidine.htm,"Sulphaguanidine is a sulfonamide, prescribed for enteric infections."
Sulphamethoxazole Pyrimethamine ,https://www.medindia.net/doctors/drug_information/sulphamethoxazole_pyrimethamine.htm,"Sulphamethoxazole Pyrimethamine is an antimalarial agent, prescribed for malaria."
Sultamicillin ,https://www.medindia.net/doctors/drug_information/sultamicillin.htm,"Sultamicillin is an antibiotic combination, prescribed for urinary tract infection, otitis media, and gonorrhea."
Sumatriptan ,https://www.medindia.net/doctors/drug_information/sumatriptan.htm,"Sumatriptan is a selective serotonin receptor agonist, prescribed for the acute treatment of migraine attacks with or without aura in adults (severe, throbbing headaches that sometimes are accompanied by nausea and sensitivity to sound and light)."
Sumatriptan Succinate and Naproxen Sodium ,https://www.medindia.net/doctors/drug_information/sumatriptan_succinate_naproxen_sodium.htm,"Sumatriptan Succinate and Naproxen Sodium contains triptan and other nonsteroidal anti-inflammatory agents, prescribed for migraine."
Sumatriptan Transdermal System (TDS) ,https://www.medindia.net/doctors/drug_information/sumatriptan_transdermal_system_tds.htm,"Sumatriptan Transdermal System (TDS) is a triptan drug, prescribed for migraine with or without aura."
Sunitinib ,https://www.medindia.net/doctors/drug_information/sunitinib.htm,"Sunitinib is a multikinase inhibitor, prescribed for gastrointestinal stromal tumor or renal cell carcinoma (RCC), and pancreatic neuroendocrine tumors (pNET)."
Suprofen  ,https://www.medindia.net/doctors/drug_information/suprofen.htm,"Suprofen  is a nonsteroidal anti-inflammatory drug, prescribed for reducing pain and inflammation in the eyes."
Suramin ,https://www.medindia.net/doctors/drug_information/suramin.htm,"Suramin is prescribed for sleeping sickness, onchocerciasis (river blindness) and some infections caused by parasites."
Suvorexant ,https://www.medindia.net/doctors/drug_information/suvorexant.htm,Suvorexant tablets are used in treating insomnia patients who are having difficulty with sleep onset and/or sleep maintenance .
Suxamethonium Chloride ,https://www.medindia.net/doctors/drug_information/suxamethonium_chloride.htm,"Suxamethonium Chloride is a muscle relaxant, prescribed for muscle relaxant in general anesthesia."
Tacrine ,https://www.medindia.net/doctors/drug_information/tacrine.htm,"Tacrine is a cholinesterase inhibitor, prescribed for mild to moderate dementia."
